Nombre,Precio,Tipo
Jordan,"$2,499",Chamarra de tejido Woven para hombre
Nike Air Max Correlate,"$1,149",Tenis para hombre
Nike Air Max Tavas,"$1,099",Tenis para hombre
Nike Alphafly 3 Blueprint,"$4,549",Tenis de carrera en carretera para hombre
Nike Air Max AP,"$1,299",Tenis para hombre
Nike Air Max Command,"$1,299",Calzado para hombre
Nike Air Force 1 '07,"$2,599",Calzado para hombre
Nike SB Alleyoop,$949,Calzado de skateboarding para mujer
Nike Air Max 270,"$2,279",Tenis para hombre
Nike Air Span II SE,"$1,199",Calzado para hombre
Nike SB Alleyoop,$949,Calzado de skateboarding
Nike Club,"$1,329",Conjunto de entrenamiento de tejido de poliéster para hombre
Nike Air Span II SE,"$1,099",Tenis para hombre
NikeCourt Lite 4,"$1,399",Tenis de tenis para mujer
Nike Everyday Cushioned,$439,Calcetas (3 pares)
Nike Infinity G NN,"$1,519",Tenis de golf (anchos)
Nike SB Chron 2,"$1,259",Tenis de skateboarding
Nike Motiva,"$2,159",Tenis de caminata para hombre
Zion 3,"$1,699",Tenis de básquetbol
Nike Blazer Low '77 Vintage,"$1,759",Tenis para hombre
Nike Everyday Lightweight,$314,Calcetas de entrenamiento (3 pares)
Nike Cortez Textile,"$1,259",Tenis para hombre
Nike Dunk Low SE,"$1,919",Tenis para hombre
Nike Sportswear Essentials,$519,Bolsa bandolera (1 L)
Nike Everyday Lightweight,$359,Calcetines al tobillo de entrenamiento (3 pares)
Jordan Jumpman Pro,$489,Gorra ajustable
Nike SB FC Classic,"$1,189",Tenis de skateboarding
Nike Blazer Phantom Low,"$1,499",Tenis para hombre
Jordan,$384,Calcetines al tobillo Everyday (3 pares)
Nike Academy,$359,Bolsa para calzado de fútbol
Nike SB Dunk Low Pro Electric,"$2,099",Tenis de skateboarding
Jordan Essentials,$399,Calcetas (3 pares)
Nike Air Force 1 Low EVO,"$2,039",Tenis para hombre
Nike Air Max Dn,"$3,039",Calzado
Nike Everyday Cushioned,$359,Calcetines invisibles de entrenamiento (3 pares)
Nike SB,"$2,659",Pants de skateboarding El Jeano para hombre
Nike Spark Lightweight,$399,Calcetas de correr
Nike Killshot 2 Leather,"$1,199",Tenis para hombre
Nike Phantom Luna 2 Club,"$1,259",Tacos de fútbol TF high
Nike Dri-FIT ADV Club,$454,Gorra de tenis sin estructura
Nike Phantom GX 2 Club,"$1,119",Tacos de fútbol TF de corte low
Nike Air Max Dn,"$3,039",Tenis para mujer
Nike Dri-FIT ADV Rise,$489,Gorra SwooshFlex estructurada
Nike Air Max 1 SP,"$2,589",Tenis para hombre
Nike V2K Run,"$1,679",Tenis para hombre
Pumas UNAM Sport Essentials,"$1,329",Chamarra bomber de fútbol Nike de tejido Woven y sin forro para hombre
Nike AeroSwift,"$1,329",Shorts de correr Dri-FIT ADV de 5 cm con forro de ropa interior para hombre
Nike Sportswear,$699,Sudadera de tejido Fleece de cuello redondo para hombre
Nike Mercurial Superfly 10 Academy,"$1,749",Tacos de fútbol TF de corte high
Nike Rise Cap,$419,Gorra de rejilla estructurada
Nike Tiempo Legend 10 Pro,"$2,169",Tacos de fútbol de corte low para pasto sintético (turf)
Nike Streakfly,"$2,399",Tenis de carrera en carretera
Nike Tiempo Legend 10 Academy,"$1,399",Tacos de fútbol de corte low para pasto sintético (turf)
Nike Mercurial Vapor 16 Academy,"$1,539",Tacos de fútbol TF de corte low
Club América,"$1,189",Sudadera con gorro sin cierre de fútbol Nike de French Terry para hombre
Nike Dri-FIT ADV Ace,$359,Visera de tenis
Nike Brasilia 9.5,$719,"Maleta de entrenamiento (grande, 95L)"
Nike Air Zoom Infinity Tour 2,"$2,149",Calzado de golf (ancho)
Nike Guard Lock,$209,Mangas de fútbol
Jordan Flight Essentials,$629,Playera con estampado para hombre
Jordan Dri-FIT Sport,$849,Shorts de golf Diamond para hombre
Nike Sportswear,$449,Playera con gráfico para hombre
Kevin Durant Phoenix Suns 2024 Select Series,"$1,499",Jersey Nike Dri-FIT de la NBA Swingman para hombre
Nike Mercurial Superfly 10 Elite,"$4,969",Tacos de fútbol FG de corte high
Nike Club,$749,Shorts cargo de tejido Woven para hombre
Nike SB,"$1,854",Chamarra de trabajo de skateboarding
Nike Dri-FIT,$349,Calcetas de trail running
Nike Challenger,$734,Shorts versátiles Dri-FIT de 18 cm sin forro para hombre
Nike Pro,$454,Shorts de fitness Dri-FIT para hombre
Nike Everyday Plus,$314,Calcetas acolchadas (1 par)
Nike Phantom GX 2 Elite,"$3,989",Tacos de fútbol de corte low FG
Jordan Essentials,"$1,329",Playera de Rugby de manga larga para hombre
Nike Mercurial Superfly 10 Academy,"$1,749",Tacos de fútbol MG de corte high
Club América,$559,Playera de fútbol Nike para hombre
Nike Phantom Luna 2 Elite,"$4,339",Tacos de fútbol FG de corte high
Nike Pitch Team,$499,Balón de fútbol
Nike Brasilia 9.5,$719,"Mochila de entrenamiento (mediana, 24 L)"
Nike Club,$479,Gorra desestructurada Futura Wash
Nike Elemental,$639,Mochila (21 L)
Nike Everyday Cushioned,$359,Calcetas de entrenamiento (3 pares)
Nike Elite Mid,$279,Calcetines de básquetbol
Nike Elemental,$639,Mochila (21L)
Nike SB Club,$519,Gorra de skateboarding sin estructura
Jordan,$439,Calcetas Everyday (3 pares)
Nike Brasilia,$839,"Mochila (mediana, 24 L)"
NikeCourt Victory,$839,Shorts de tenis de 23 cm Dri-FIT para hombre
Nike Multiplier,$399,Calcetas (2 pares)
Nike Everyday Cushioned,$359,"Calcetines de entrenamiento al tobillo (3 pares)
"
Nike Academy,$559,Balón de fútbol
Nike Club,"$1,519",Pants cargo para hombre
Nike Sportswear Dri-FIT Everyday Essential,$399,Calcetas (3 pares)
Nike Club,$419,Gorra Swoosh desestructurada
Nike Miler,"$1,439",Chamarra de correr Repel para hombre
Jordan Pro,$449,Gorra con visera plana sin estructura
FC Barcelona Windrunner local,"$1,259",Chamarra tipo anorak Nike Fútbol para hombre
Nike Dri-FIT Ace,$314,Visera Swoosh
Nike Infinity Tour 2,"$2,819",Tenis de golf (anchos)
Jordan MVP,$679,Playera Jumpman para hombre
Nike Dri-FIT Fly,$389,Gorra Swoosh sin estructura
Nike Air Force 1 '07 WB,"$3,099",Tenis para hombre
Nike Air Force 1 '07 LV8,"$2,799",Tenis para hombre
Nike Killshot 2,"$1,999",Tenis para hombre
Air Jordan 4 RM,"$3,499",Tenis para hombre
Nike Mercurial Superfly 10 Elite SE,"$7,499",Tacos de fútbol FG de corte high
Nike Mercurial Vapor 16 Elite SE,"$6,999",Tacos de fútbol FG de corte low
FC Barcelona 2024/25 Match Alternativo,"$2,699",Jersey de fútbol Nike Dri-FIT ADV Authentic para hombre
Jaylen Brown Boston Celtics 2024/25 City Edition,"$2,299",Jersey Nike Dri-FIT de la NBA Swingman para hombre
"Jordan Heir Series ""Classic""","$2,699",Tenis de básquetbol
Nike Zoom Fly 6,"$3,999",Tenis de carrera en pavimento para hombre
Nike Zoom Fly 6,"$3,999",Tenis de carrera en pavimento para hombre
Nike Air Force 1 '07,"$2,599",Calzado para hombre
Nike Air Max 90,"$2,999",Calzado para hombre
Jordan Stay Loyal 3,"$2,799",Calzado para hombre
Air Jordan Dub Zero,"$3,999",Calzado para hombre
Nike Sportswear Club PrimaLoft®,"$3,099",Chaleco acolchado repelente al agua para hombre
Nike Sportswear Club Fleece,"$1,299",Sudadera con gorro sin cierre
Nike Sportswear Club,$649,Playera para hombre
Nike Blazer Mid '77 Vintage,"$2,499",Tenis para hombre
Nike Air Max 90 GORE-TEX,"$3,699",Tenis acondicionados para el invierno para hombre
Nike Air Force 1 '07,"$2,599",Calzado para hombre
NikeCourt Lite 4 Premium,"$2,099",Tenis de tenis para cancha dura para hombre
Nike Running Division,"$2,899",Chaleco de correr Therma-FIT ADV para hombre
Nike Running Division,"$2,099",Shorts de correr Dri-FIT ADV de 10 cm 2 en 1 con diseño reflejante para hombre
Nike Rise 365,"$1,149",Playera de correr de manga corta Dri-FIT para hombre
Nike Challenger,$849,Shorts de correr Dri-FIT de 18 cm con forro de ropa interior para hombre
Nike Dunk Low Retro SE,"$2,799",Tenis acondicionados para el invierno para hombre
Nike Air Max SC Leather,"$2,099",Calzado para hombre
Nike Structure 25,"$2,999",Tenis de correr en pavimento para hombre
Nike Pegasus 41,"$2,999",Tenis de correr en pavimento para hombre
Devin Booker Phoenix Suns 2024/25 City Edition,"$2,299",Jersey Nike Dri-FIT de la NBA Swingman para hombre
Nike Flex Experience Run 12,"$1,899",Calzado de running en carretera para hombre
Nike Dunk Low Retro,"$2,599",Tenis para hombre
Nike Club Fleece,"$1,399",Sudadera de cuello redondo de French Terry Nike oversized para hombre
Nike Club Fleece,"$1,699",Pants de French Terry Nike oversized para hombre
Nike Dri-FIT Legend,$799,Playera de fitness de manga larga para hombre
Nike Windrunner,"$1,899",Pants forrados de tejido Woven para hombre
Nike Ultrafly,"$5,599",Tenis de trail running para hombre
Nike Metcon 9,"$3,299",Tenis de entrenamiento para hombre
Ja Morant Memphis Grizzlies 2024/25 City Edition,"$2,299",Jersey Nike Dri-FIT de la NBA Swingman para hombre
Bam Adebayo Miami Heat 2024/25 City Edition,"$2,299",Jersey Nike Dri-FIT de la NBA Swingman para hombre
Nike SB Vertebrae,"$2,199",Tenis de skateboarding
Nike Court Shot,"$1,799",Tenis para hombre
Nike Court Shot,"$1,799",Tenis para hombre
Nike Sportswear Club,$899,Playera para hombre
Nike Zoom Vomero 5,"$3,699",Tenis para hombre
Nike P-6000,"$2,799",Tenis acondicionados para el invierno
Nike Blazer Mid '77 Premium,"$2,599",Tenis para hombre
Nike Air Force 1 Low EVO,"$3,399",Tenis para hombre
Nike Air Pegasus Wave,"$3,399",Tenis para hombre
Nike Killshot 2 Leather,"$2,399",Tenis para hombre
Nike Form,"$1,399",Chamarra versátil con gorro Dri-FIT para hombre
Nike Pro,$799,Playera de manga larga de fitness Dri-FIT de cuello alto para hombre
Nike Dunk Low Retro SE,"$2,799",Tenis para hombre
Nike Air Max Dn,"$3,799",Tenis
Nike Air Max Alpha Trainer 6,"$2,199",Tenis de entrenamiento para hombre
Zach LaVine Chicago Bulls 2024/25 City Edition,"$2,299",Jersey Nike Dri-FIT de la NBA Swingman para hombre
Luka Dončić Dallas Mavericks 2024/25 City Edition,"$2,299",Jersey Nike Dri-FIT de la NBA Swingman para hombre
Nike Promina,"$1,699",Tenis de caminata para hombre
Nike Air Max Plus Drift,"$4,099",Tenis acondicionados para el invierno para hombre
Nike Camo,"$1,699",Sudadera versátil con gorro sin cierre Therma-FIT para hombre
Nike Unlimited,"$2,349",Chamarra versátil repelente al agua para hombre
Nike Element Running Division,"$1,999",Playera de correr Dri-FIT de medio cierre para hombre
Nike Phenom Running Division,"$2,249",Pants de correr Dri-FIT para hombre
"KD17 ""Aunt Pearl""","$3,899",Tenis de básquetbol
Jordan Air Patrol,"$1,599",Mochila (29L)
Nike,"$1,899",Chamarra universitaria para hombre
Nike Pegasus 41 PRM,"$3,099",Tenis de correr en pavimento para hombre
Nike Air Force 1 '07 LV8,"$2,799",Tenis para hombre
Jordan,"$2,499",Chamarra de tejido Woven para hombre
Nike Air Max Correlate,"$1,149",Tenis para hombre
Nike Air Max Tavas,"$1,099",Tenis para hombre
Nike Alphafly 3 Blueprint,"$4,549",Tenis de carrera en carretera para hombre
Nike Air Max AP,"$1,299",Tenis para hombre
Nike Air Max Command,"$1,299",Calzado para hombre
Nike Air Force 1 '07,"$2,599",Calzado para hombre
Nike SB Alleyoop,$949,Calzado de skateboarding para mujer
Nike Air Max 270,"$2,279",Tenis para hombre
Nike Air Span II SE,"$1,199",Calzado para hombre
Nike SB Alleyoop,$949,Calzado de skateboarding
Nike Club,"$1,329",Conjunto de entrenamiento de tejido de poliéster para hombre
Nike Air Span II SE,"$1,099",Tenis para hombre
NikeCourt Lite 4,"$1,399",Tenis de tenis para mujer
Nike Everyday Cushioned,$439,Calcetas (3 pares)
Nike Infinity G NN,"$1,519",Tenis de golf (anchos)
Nike SB Chron 2,"$1,259",Tenis de skateboarding
Nike Motiva,"$2,159",Tenis de caminata para hombre
Zion 3,"$1,699",Tenis de básquetbol
Nike Blazer Low '77 Vintage,"$1,759",Tenis para hombre
Nike Everyday Lightweight,$314,Calcetas de entrenamiento (3 pares)
Nike Cortez Textile,"$1,259",Tenis para hombre
Nike Dunk Low SE,"$1,919",Tenis para hombre
Nike Sportswear Essentials,$519,Bolsa bandolera (1 L)
Nike Everyday Lightweight,$359,Calcetines al tobillo de entrenamiento (3 pares)
Jordan Jumpman Pro,$489,Gorra ajustable
Nike SB FC Classic,"$1,189",Tenis de skateboarding
Nike Blazer Phantom Low,"$1,499",Tenis para hombre
Jordan,$384,Calcetines al tobillo Everyday (3 pares)
Nike Academy,$359,Bolsa para calzado de fútbol
Nike SB Dunk Low Pro Electric,"$2,099",Tenis de skateboarding
Jordan Essentials,$399,Calcetas (3 pares)
Nike Air Force 1 Low EVO,"$2,039",Tenis para hombre
Nike Air Max Dn,"$3,039",Calzado
Nike Everyday Cushioned,$359,Calcetines invisibles de entrenamiento (3 pares)
Nike SB,"$2,659",Pants de skateboarding El Jeano para hombre
Nike Spark Lightweight,$399,Calcetas de correr
Nike Killshot 2 Leather,"$1,199",Tenis para hombre
Nike Phantom Luna 2 Club,"$1,259",Tacos de fútbol TF high
Nike Dri-FIT ADV Club,$454,Gorra de tenis sin estructura
Nike Phantom GX 2 Club,"$1,119",Tacos de fútbol TF de corte low
Nike Air Max Dn,"$3,039",Tenis para mujer
Nike Dri-FIT ADV Rise,$489,Gorra SwooshFlex estructurada
Nike Air Max 1 SP,"$2,589",Tenis para hombre
Nike V2K Run,"$1,679",Tenis para hombre
Pumas UNAM Sport Essentials,"$1,329",Chamarra bomber de fútbol Nike de tejido Woven y sin forro para hombre
Nike AeroSwift,"$1,329",Shorts de correr Dri-FIT ADV de 5 cm con forro de ropa interior para hombre
Nike Sportswear,$699,Sudadera de tejido Fleece de cuello redondo para hombre
Nike Mercurial Superfly 10 Academy,"$1,749",Tacos de fútbol TF de corte high
Nike Rise Cap,$419,Gorra de rejilla estructurada
Nike Tiempo Legend 10 Pro,"$2,169",Tacos de fútbol de corte low para pasto sintético (turf)
Nike Streakfly,"$2,399",Tenis de carrera en carretera
Nike Tiempo Legend 10 Academy,"$1,399",Tacos de fútbol de corte low para pasto sintético (turf)
Nike Mercurial Vapor 16 Academy,"$1,539",Tacos de fútbol TF de corte low
Club América,"$1,189",Sudadera con gorro sin cierre de fútbol Nike de French Terry para hombre
Nike Dri-FIT ADV Ace,$359,Visera de tenis
Nike Brasilia 9.5,$719,"Maleta de entrenamiento (grande, 95L)"
Nike Air Zoom Infinity Tour 2,"$2,149",Calzado de golf (ancho)
Nike Guard Lock,$209,Mangas de fútbol
Jordan Flight Essentials,$629,Playera con estampado para hombre
Jordan Dri-FIT Sport,$849,Shorts de golf Diamond para hombre
Nike Sportswear,$449,Playera con gráfico para hombre
Kevin Durant Phoenix Suns 2024 Select Series,"$1,499",Jersey Nike Dri-FIT de la NBA Swingman para hombre
Nike Mercurial Superfly 10 Elite,"$4,969",Tacos de fútbol FG de corte high
Nike Club,$749,Shorts cargo de tejido Woven para hombre
Nike SB,"$1,854",Chamarra de trabajo de skateboarding
Nike Dri-FIT,$349,Calcetas de trail running
Nike Challenger,$734,Shorts versátiles Dri-FIT de 18 cm sin forro para hombre
Nike Pro,$454,Shorts de fitness Dri-FIT para hombre
Nike Everyday Plus,$314,Calcetas acolchadas (1 par)
Nike Phantom GX 2 Elite,"$3,989",Tacos de fútbol de corte low FG
Jordan Essentials,"$1,329",Playera de Rugby de manga larga para hombre
Nike Mercurial Superfly 10 Academy,"$1,749",Tacos de fútbol MG de corte high
Club América,$559,Playera de fútbol Nike para hombre
Nike Phantom Luna 2 Elite,"$4,339",Tacos de fútbol FG de corte high
Nike Pitch Team,$499,Balón de fútbol
Nike Brasilia 9.5,$719,"Mochila de entrenamiento (mediana, 24 L)"
Nike Club,$479,Gorra desestructurada Futura Wash
Nike Elemental,$639,Mochila (21 L)
Nike Everyday Cushioned,$359,Calcetas de entrenamiento (3 pares)
Nike Elite Mid,$279,Calcetines de básquetbol
Nike Elemental,$639,Mochila (21L)
Nike SB Club,$519,Gorra de skateboarding sin estructura
Jordan,$439,Calcetas Everyday (3 pares)
Nike Brasilia,$839,"Mochila (mediana, 24 L)"
NikeCourt Victory,$839,Shorts de tenis de 23 cm Dri-FIT para hombre
Nike Multiplier,$399,Calcetas (2 pares)
Nike Everyday Cushioned,$359,"Calcetines de entrenamiento al tobillo (3 pares)
"
Nike Academy,$559,Balón de fútbol
Nike Club,"$1,519",Pants cargo para hombre
Nike Sportswear Dri-FIT Everyday Essential,$399,Calcetas (3 pares)
Nike Club,$419,Gorra Swoosh desestructurada
Nike Miler,"$1,439",Chamarra de correr Repel para hombre
Jordan Pro,$449,Gorra con visera plana sin estructura
FC Barcelona Windrunner local,"$1,259",Chamarra tipo anorak Nike Fútbol para hombre
Nike Dri-FIT Ace,$314,Visera Swoosh
Nike Infinity Tour 2,"$2,819",Tenis de golf (anchos)
Jordan MVP,$679,Playera Jumpman para hombre
Nike Dri-FIT Fly,$389,Gorra Swoosh sin estructura
Nike Stride Run Energy,$839,Shorts de correr Dri-FIT de 13 cm con forro de ropa interior para hombre
Nike Everyday Lightweight,$559,Calcetines de entrenamiento invisibles (6 pares)
"Tatum 2 ""Lemonade""","$2,099",Tenis de básquetbol
Nike Dri-FIT Victory,$769,Polo de golf para hombre
Nike Everyday Plus Cushioned,$439,Calcetas (3 pares)
Nike Academy,$734,Playera de fútbol de medio cierre Dri-FIT para hombre
Air Jordan Pro,$599,Gorra con visera plana sin estructura
Nike Pitch,$329,Balón de fútbol
Nike Dri-FIT ADV Fly,$489,Gorra reflejante desestructurada
Nike Club,$359,Gorra sin estructura
Nike Dri-FIT Club,$384,Gorra sin estructura
Nike Academy,$279,Calcetines de fútbol hasta la rodilla
Nike Unlimited,$999,Shorts Dri-FIT de 18 cm versátiles sin forro para hombre
Nike Academy,$244,Calcetines de fútbol hasta la rodilla
Nike Dri-FIT ADV Club,$389,Gorra Swoosh estructurada
Giannis Antetokounmpo Milwaukee Bucks 2024 Select Series,"$1,499",Jersey Nike Dri-FIT de la NBA Swingman para hombre
Jordan Mexico City,$639,Playera para hombre
Nike Brasilia,$274,Bolsa con cordón de ajuste (18 L)
Roshe G Next Nature,"$1,539",Calzado de golf para hombre
Nike Mercurial Vapor 16 Elite,"$4,549",Tacos de fútbol FG de corte low
Nike Zoom Vomero 5,"$2,219",Calzado para hombre
LeBron James,$359,Gorra Nike Club sin estructura
Nike Dri-FIT ADV Fly,$474,Gorra AeroBill AeroAdapt sin estructura
Nike Everyday Essentials,$349,Calcetas (2 pares)
Nike Phantom GX 2 Pro,"$2,449",Tacos de fútbol FG de corte low
Nike Dunk Low Retro SE Leather/Suede,"$1,799",Tenis para hombre
Nike Air Max 1,"$1,979",Tenis para mujer
Gorra Jordan Rise,$519,Gorra ajustable
Nike J,$239,Espinilleras de fútbol
Nike Maestro,$359,Balón de futsal
Nike Challenger,"$1,199",Pants de running de tejido Woven Dri-FIT para hombre
Nike (M),"$2,099",Pañalera convertible (maternidad) (25 L)
Nike Heritage,$439,Cangurera (3 L)
Nike Court Vision Low Next Nature,"$1,259",Calzado para hombre
Nike Dri-FIT Academy,$839,Pants de fútbol Dri-FIT para hombre
Air Jordan,"$2,319",Pants para hombre
Nike SB,$599,Playera de skateboarding
Nike Winflo 11,"$1,999",Tenis de correr en pavimento para hombre
Nike Sportswear,$559,Playera City para hombre
Nike Dri-FIT Rise,$454,Gorra de rejilla con estructura
Jordan Essentials,$724,Playera para la piscina para hombre
Nike Pegasus 41,"$2,399",Tenis de correr en pavimento para hombre
Jordan Club,$419,Gorra sin estructura
Nike Dri-FIT Club,$519,Gorra sin estructura Featherlight
Nike Metcon 1 OG,"$2,449",Tenis de entrenamiento para hombre
Nike Air Max Plus Essential+,"$2,799",Tenis para hombre
Nike Killshot 2 Leather,"$1,199",Calzado para hombre
Nike,$449,Playera de fitness para hombre
